Year,EmploymentType,Age,Metric,Value
2006,TotalWorkers,Total,ActualWorkingHours,193.4
2006,TotalWorkers,Under29,ActualWorkingHours,186.9
2006,TotalWorkers,30to39,ActualWorkingHours,192.3
2006,TotalWorkers,40to49,ActualWorkingHours,195.5
2006,TotalWorkers,50to59,ActualWorkingHours,198.9
2006,TotalWorkers,Above60,ActualWorkingHours,219.1
2006,RegularWorker,Total,ActualWorkingHours,198.7
2006,RegularWorker,Under29,ActualWorkingHours,195.2
2006,RegularWorker,30to39,ActualWorkingHours,195.6
2006,RegularWorker,40to49,ActualWorkingHours,201.1
2006,RegularWorker,50to59,ActualWorkingHours,205.2
2006,RegularWorker,Above60,ActualWorkingHours,219.9
2006,Non-regularWorker,Total,ActualWorkingHours,173.2
2006,Non-regularWorker,Under29,ActualWorkingHours,164.0
2006,Non-regularWorker,30to39,ActualWorkingHours,173.2
2006,Non-regularWorker,40to49,ActualWorkingHours,171.4
2006,Non-regularWorker,50to59,ActualWorkingHours,178.0
2006,Non-regularWorker,Above60,ActualWorkingHours,217.8
2006,TotalWorkers,Total,ContractualWorkingHours,180.5
2006,TotalWorkers,Under29,ContractualWorkingHours,175.2
2006,TotalWorkers,30to39,ContractualWorkingHours,179.5
2006,TotalWorkers,40to49,ContractualWorkingHours,180.5
2006,TotalWorkers,50to59,ContractualWorkingHours,184.3
2006,TotalWorkers,Above60,ContractualWorkingHours,215.1
2006,RegularWorker,Total,ContractualWorkingHours,184.5
2006,RegularWorker,Under29,ContractualWorkingHours,182.7
2006,RegularWorker,30to39,ContractualWorkingHours,182.4
2006,RegularWorker,40to49,ContractualWorkingHours,184.0
2006,RegularWorker,50to59,ContractualWorkingHours,188.0
2006,RegularWorker,Above60,ContractualWorkingHours,215.0
2006,Non-regularWorker,Total,ContractualWorkingHours,165.4
2006,Non-regularWorker,Under29,ContractualWorkingHours,154.7
2006,Non-regularWorker,30to39,ContractualWorkingHours,163.0
2006,Non-regularWorker,40to49,ContractualWorkingHours,165.5
2006,Non-regularWorker,50to59,ContractualWorkingHours,172.2
2006,Non-regularWorker,Above60,ContractualWorkingHours,215.3
2006,TotalWorkers,Total,Overtime,12.9
2006,TotalWorkers,Under29,Overtime,11.7
2006,TotalWorkers,30to39,Overtime,12.8
2006,TotalWorkers,40to49,Overtime,15.0
2006,TotalWorkers,50to59,Overtime,14.6
2006,TotalWorkers,Above60,Overtime,4.0
2006,RegularWorker,Total,Overtime,14.2
2006,RegularWorker,Under29,Overtime,12.6
2006,RegularWorker,30to39,Overtime,13.2
2006,RegularWorker,40to49,Overtime,17.1
2006,RegularWorker,50to59,Overtime,17.3
2006,RegularWorker,Above60,Overtime,4.9
2006,Non-regularWorker,Total,Overtime,7.8
2006,Non-regularWorker,Under29,Overtime,9.3
2006,Non-regularWorker,30to39,Overtime,10.1
2006,Non-regularWorker,40to49,Overtime,5.8
2006,Non-regularWorker,50to59,Overtime,5.8
2006,Non-regularWorker,Above60,Overtime,2.5
2006,TotalWorkers,Total,TotalHourlyEarnings,11172.0
2006,TotalWorkers,Under29,TotalHourlyEarnings,7920.0
2006,TotalWorkers,30to39,TotalHourlyEarnings,12178.0
2006,TotalWorkers,40to49,TotalHourlyEarnings,13396.0
2006,TotalWorkers,50to59,TotalHourlyEarnings,12580.0
2006,TotalWorkers,Above60,TotalHourlyEarnings,8085.0
2006,RegularWorker,Total,TotalHourlyEarnings,12328.0
2006,RegularWorker,Under29,TotalHourlyEarnings,8654.0
2006,RegularWorker,30to39,TotalHourlyEarnings,12920.0
2006,RegularWorker,40to49,TotalHourlyEarnings,14796.0
2006,RegularWorker,50to59,TotalHourlyEarnings,14194.0
2006,RegularWorker,Above60,TotalHourlyEarnings,9723.0
2006,Non-regularWorker,Total,TotalHourlyEarnings,6816.0
2006,Non-regularWorker,Under29,TotalHourlyEarnings,5899.0
2006,Non-regularWorker,30to39,TotalHourlyEarnings,7961.0
2006,Non-regularWorker,40to49,TotalHourlyEarnings,7317.0
2006,Non-regularWorker,50to59,TotalHourlyEarnings,7216.0
2006,Non-regularWorker,Above60,TotalHourlyEarnings,5421.0
2006,TotalWorkers,Total,FixedHourlyWage,9400.0
2006,TotalWorkers,Under29,FixedHourlyWage,6965.0
2006,TotalWorkers,30to39,FixedHourlyWage,10209.0
2006,TotalWorkers,40to49,FixedHourlyWage,10980.0
2006,TotalWorkers,50to59,FixedHourlyWage,10403.0
2006,TotalWorkers,Above60,FixedHourlyWage,7319.0
2006,RegularWorker,Total,FixedHourlyWage,10141.0
2006,RegularWorker,Under29,FixedHourlyWage,7418.0
2006,RegularWorker,30to39,FixedHourlyWage,10655.0
2006,RegularWorker,40to49,FixedHourlyWage,11863.0
2006,RegularWorker,50to59,FixedHourlyWage,11432.0
2006,RegularWorker,Above60,FixedHourlyWage,8579.0
2006,Non-regularWorker,Total,FixedHourlyWage,6608.0
2006,Non-regularWorker,Under29,FixedHourlyWage,5718.0
2006,Non-regularWorker,30to39,FixedHourlyWage,7676.0
2006,Non-regularWorker,40to49,FixedHourlyWage,7145.0
2006,Non-regularWorker,50to59,FixedHourlyWage,6980.0
2006,Non-regularWorker,Above60,FixedHourlyWage,5271.0
2006,TotalWorkers,Total,MonthlyEarnings(1000won),2069.0
2006,TotalWorkers,Under29,MonthlyEarnings(1000won),1441.0
2006,TotalWorkers,30to39,MonthlyEarnings(1000won),2251.0
2006,TotalWorkers,40to49,MonthlyEarnings(1000won),2500.0
2006,TotalWorkers,50to59,MonthlyEarnings(1000won),2357.0
2006,TotalWorkers,Above60,MonthlyEarnings(1000won),1523.0
2006,RegularWorker,Total,MonthlyEarnings(1000won),2330.0
2006,RegularWorker,Under29,MonthlyEarnings(1000won),1627.0
2006,RegularWorker,30to39,MonthlyEarnings(1000won),2427.0
2006,RegularWorker,40to49,MonthlyEarnings(1000won),2808.0
2006,RegularWorker,50to59,MonthlyEarnings(1000won),2715.0
2006,RegularWorker,Above60,MonthlyEarnings(1000won),1866.0
2006,Non-regularWorker,Total,MonthlyEarnings(1000won),1089.0
2006,Non-regularWorker,Under29,MonthlyEarnings(1000won),931.0
2006,Non-regularWorker,30to39,MonthlyEarnings(1000won),1254.0
2006,Non-regularWorker,40to49,MonthlyEarnings(1000won),1166.0
2006,Non-regularWorker,50to59,MonthlyEarnings(1000won),1167.0
2006,Non-regularWorker,Above60,MonthlyEarnings(1000won),967.0
2006,TotalWorkers,Total,MonthlySalary,1742.0
2006,TotalWorkers,Under29,MonthlySalary,1273.0
2006,TotalWorkers,30to39,MonthlySalary,1887.0
2006,TotalWorkers,40to49,MonthlySalary,2049.0
2006,TotalWorkers,50to59,MonthlySalary,1948.0
2006,TotalWorkers,Above60,MonthlySalary,1383.0
2006,RegularWorker,Total,MonthlySalary,1925.0
2006,RegularWorker,Under29,MonthlySalary,1408.0
2006,RegularWorker,30to39,MonthlySalary,2007.0
2006,RegularWorker,40to49,MonthlySalary,2261.0
2006,RegularWorker,50to59,MonthlySalary,2195.0
2006,RegularWorker,Above60,MonthlySalary,1654.0
2006,Non-regularWorker,Total,MonthlySalary,1053.0
2006,Non-regularWorker,Under29,MonthlySalary,902.0
2006,Non-regularWorker,30to39,MonthlySalary,1206.0
2006,Non-regularWorker,40to49,MonthlySalary,1131.0
2006,Non-regularWorker,50to59,MonthlySalary,1127.0
2006,Non-regularWorker,Above60,MonthlySalary,941.0
2006,TotalWorkers,Total,FixedSalary,1630.0
2006,TotalWorkers,Under29,FixedSalary,1188.0
2006,TotalWorkers,30to39,FixedSalary,1772.0
2006,TotalWorkers,40to49,FixedSalary,1908.0
2006,TotalWorkers,50to59,FixedSalary,1811.0
2006,TotalWorkers,Above60,FixedSalary,1353.0
2006,RegularWorker,Total,FixedSalary,1796.0
2006,RegularWorker,Under29,FixedSalary,1311.0
2006,RegularWorker,30to39,FixedSalary,1883.0
2006,RegularWorker,40to49,FixedSalary,2096.0
2006,RegularWorker,50to59,FixedSalary,2027.0
2006,RegularWorker,Above60,FixedSalary,1620.0
2006,Non-regularWorker,Total,FixedSalary,1005.0
2006,Non-regularWorker,Under29,FixedSalary,849.0
2006,Non-regularWorker,30to39,FixedSalary,1143.0
2006,Non-regularWorker,40to49,FixedSalary,1094.0
2006,Non-regularWorker,50to59,FixedSalary,1091.0
2006,Non-regularWorker,Above60,FixedSalary,919.0
2007,TotalWorkers,Total,ActualWorkingHours,188.8
2007,TotalWorkers,Under29,ActualWorkingHours,184.7
2007,TotalWorkers,30to39,ActualWorkingHours,186.4
2007,TotalWorkers,40to49,ActualWorkingHours,190.2
2007,TotalWorkers,50to59,ActualWorkingHours,194.6
2007,TotalWorkers,Above60,ActualWorkingHours,210.2
2007,RegularWorker,Total,ActualWorkingHours,193.2
2007,RegularWorker,Under29,ActualWorkingHours,192.0
2007,RegularWorker,30to39,ActualWorkingHours,189.3
2007,RegularWorker,40to49,ActualWorkingHours,194.9
2007,RegularWorker,50to59,ActualWorkingHours,200.4
2007,RegularWorker,Above60,ActualWorkingHours,210.0
2007,Non-regularWorker,Total,ActualWorkingHours,171.4
2007,Non-regularWorker,Under29,ActualWorkingHours,162.9
2007,Non-regularWorker,30to39,ActualWorkingHours,168.6
2007,Non-regularWorker,40to49,ActualWorkingHours,170.5
2007,Non-regularWorker,50to59,ActualWorkingHours,176.3
2007,Non-regularWorker,Above60,ActualWorkingHours,210.5
2007,TotalWorkers,Total,ContractualWorkingHours,176.5
2007,TotalWorkers,Under29,ContractualWorkingHours,172.1
2007,TotalWorkers,30to39,ContractualWorkingHours,174.3
2007,TotalWorkers,40to49,ContractualWorkingHours,176.9
2007,TotalWorkers,50to59,ContractualWorkingHours,182.0
2007,TotalWorkers,Above60,ContractualWorkingHours,205.8
2007,RegularWorker,Total,ContractualWorkingHours,179.3
2007,RegularWorker,Under29,ContractualWorkingHours,177.5
2007,RegularWorker,30to39,ContractualWorkingHours,176.3
2007,RegularWorker,40to49,ContractualWorkingHours,179.6
2007,RegularWorker,50to59,ContractualWorkingHours,185.4
2007,RegularWorker,Above60,ContractualWorkingHours,204.6
2007,Non-regularWorker,Total,ContractualWorkingHours,165.3
2007,Non-regularWorker,Under29,ContractualWorkingHours,155.5
2007,Non-regularWorker,30to39,ContractualWorkingHours,161.7
2007,Non-regularWorker,40to49,ContractualWorkingHours,165.2
2007,Non-regularWorker,50to59,ContractualWorkingHours,171.2
2007,Non-regularWorker,Above60,ContractualWorkingHours,207.5
2007,TotalWorkers,Total,Overtime,12.3
2007,TotalWorkers,Under29,Overtime,12.7
2007,TotalWorkers,30to39,Overtime,12.1
2007,TotalWorkers,40to49,Overtime,13.3
2007,TotalWorkers,50to59,Overtime,12.6
2007,TotalWorkers,Above60,Overtime,4.4
2007,RegularWorker,Total,Overtime,13.9
2007,RegularWorker,Under29,Overtime,14.4
2007,RegularWorker,30to39,Overtime,13.0
2007,RegularWorker,40to49,Overtime,15.2
2007,RegularWorker,50to59,Overtime,14.9
2007,RegularWorker,Above60,Overtime,5.3
2007,Non-regularWorker,Total,Overtime,6.1
2007,Non-regularWorker,Under29,Overtime,7.3
2007,Non-regularWorker,30to39,Overtime,6.9
2007,Non-regularWorker,40to49,Overtime,5.3
2007,Non-regularWorker,50to59,Overtime,5.1
2007,Non-regularWorker,Above60,Overtime,3.0
2007,TotalWorkers,Total,TotalHourlyEarnings,12149.0
2007,TotalWorkers,Under29,TotalHourlyEarnings,8581.0
2007,TotalWorkers,30to39,TotalHourlyEarnings,13394.0
2007,TotalWorkers,40to49,TotalHourlyEarnings,14433.0
2007,TotalWorkers,50to59,TotalHourlyEarnings,13554.0
2007,TotalWorkers,Above60,TotalHourlyEarnings,8791.0
2007,RegularWorker,Total,TotalHourlyEarnings,13336.0
2007,RegularWorker,Under29,TotalHourlyEarnings,9329.0
2007,RegularWorker,30to39,TotalHourlyEarnings,14162.0
2007,RegularWorker,40to49,TotalHourlyEarnings,15905.0
2007,RegularWorker,50to59,TotalHourlyEarnings,15226.0
2007,RegularWorker,Above60,TotalHourlyEarnings,10560.0
2007,Non-regularWorker,Total,TotalHourlyEarnings,7537.0
2007,Non-regularWorker,Under29,TotalHourlyEarnings,6314.0
2007,Non-regularWorker,30to39,TotalHourlyEarnings,8762.0
2007,Non-regularWorker,40to49,TotalHourlyEarnings,8226.0
2007,Non-regularWorker,50to59,TotalHourlyEarnings,8244.0
2007,Non-regularWorker,Above60,TotalHourlyEarnings,6007.0
2007,TotalWorkers,Total,FixedHourlyWage,10275.0
2007,TotalWorkers,Under29,FixedHourlyWage,7581.0
2007,TotalWorkers,30to39,FixedHourlyWage,11202.0
2007,TotalWorkers,40to49,FixedHourlyWage,11930.0
2007,TotalWorkers,50to59,FixedHourlyWage,11423.0
2007,TotalWorkers,Above60,FixedHourlyWage,8017.0
2007,RegularWorker,Total,FixedHourlyWage,11026.0
2007,RegularWorker,Under29,FixedHourlyWage,8048.0
2007,RegularWorker,30to39,FixedHourlyWage,11648.0
2007,RegularWorker,40to49,FixedHourlyWage,12850.0
2007,RegularWorker,50to59,FixedHourlyWage,12475.0
2007,RegularWorker,Above60,FixedHourlyWage,9378.0
2007,Non-regularWorker,Total,FixedHourlyWage,7359.0
2007,Non-regularWorker,Under29,FixedHourlyWage,6165.0
2007,Non-regularWorker,30to39,FixedHourlyWage,8513.0
2007,Non-regularWorker,40to49,FixedHourlyWage,8051.0
2007,Non-regularWorker,50to59,FixedHourlyWage,8082.0
2007,Non-regularWorker,Above60,FixedHourlyWage,5877.0
2007,TotalWorkers,Total,MonthlyEarnings(1000won),2178.0
2007,TotalWorkers,Under29,MonthlyEarnings(1000won),1551.0
2007,TotalWorkers,30to39,MonthlyEarnings(1000won),2380.0
2007,TotalWorkers,40to49,MonthlyEarnings(1000won),2590.0
2007,TotalWorkers,50to59,MonthlyEarnings(1000won),2449.0
2007,TotalWorkers,Above60,MonthlyEarnings(1000won),1595.0
2007,RegularWorker,Total,MonthlyEarnings(1000won),2435.0
2007,RegularWorker,Under29,MonthlyEarnings(1000won),1729.0
2007,RegularWorker,30to39,MonthlyEarnings(1000won),2554.0
2007,RegularWorker,40to49,MonthlyEarnings(1000won),2905.0
2007,RegularWorker,50to59,MonthlyEarnings(1000won),2812.0
2007,RegularWorker,Above60,MonthlyEarnings(1000won),1961.0
2007,Non-regularWorker,Total,MonthlyEarnings(1000won),1180.0
2007,Non-regularWorker,Under29,MonthlyEarnings(1000won),1012.0
2007,Non-regularWorker,30to39,MonthlyEarnings(1000won),1331.0
2007,Non-regularWorker,40to49,MonthlyEarnings(1000won),1266.0
2007,Non-regularWorker,50to59,MonthlyEarnings(1000won),1296.0
2007,Non-regularWorker,Above60,MonthlyEarnings(1000won),1020.0
2007,TotalWorkers,Total,MonthlySalary,1847.0
2007,TotalWorkers,Under29,MonthlySalary,1370.0
2007,TotalWorkers,30to39,MonthlySalary,1994.0
2007,TotalWorkers,40to49,MonthlySalary,2150.0
2007,TotalWorkers,50to59,MonthlySalary,2069.0
2007,TotalWorkers,Above60,MonthlySalary,1460.0
2007,RegularWorker,Total,MonthlySalary,2027.0
2007,RegularWorker,Under29,MonthlySalary,1499.0
2007,RegularWorker,30to39,MonthlySalary,2112.0
2007,RegularWorker,40to49,MonthlySalary,2368.0
2007,RegularWorker,50to59,MonthlySalary,2323.0
2007,RegularWorker,Above60,MonthlySalary,1755.0
2007,Non-regularWorker,Total,MonthlySalary,1145.0
2007,Non-regularWorker,Under29,MonthlySalary,979.0
2007,Non-regularWorker,30to39,MonthlySalary,1283.0
2007,Non-regularWorker,40to49,MonthlySalary,1235.0
2007,Non-regularWorker,50to59,MonthlySalary,1263.0
2007,Non-regularWorker,Above60,MonthlySalary,998.0
2007,TotalWorkers,Total,FixedSalary,1732.0
2007,TotalWorkers,Under29,FixedSalary,1276.0
2007,TotalWorkers,30to39,FixedSalary,1875.0
2007,TotalWorkers,40to49,FixedSalary,2010.0
2007,TotalWorkers,50to59,FixedSalary,1944.0
2007,TotalWorkers,Above60,FixedSalary,1427.0
2007,RegularWorker,Total,FixedSalary,1893.0
2007,RegularWorker,Under29,FixedSalary,1387.0
2007,RegularWorker,30to39,FixedSalary,1981.0
2007,RegularWorker,40to49,FixedSalary,2203.0
2007,RegularWorker,50to59,FixedSalary,2170.0
2007,RegularWorker,Above60,FixedSalary,1714.0
2007,Non-regularWorker,Total,FixedSalary,1108.0
2007,Non-regularWorker,Under29,FixedSalary,940.0
2007,Non-regularWorker,30to39,FixedSalary,1239.0
2007,Non-regularWorker,40to49,FixedSalary,1197.0
2007,Non-regularWorker,50to59,FixedSalary,1227.0
2007,Non-regularWorker,Above60,FixedSalary,976.0
2008,TotalWorkers,Total,ActualWorkingHours,184.5
2008,TotalWorkers,Under29,ActualWorkingHours,178.6
2008,TotalWorkers,30to39,ActualWorkingHours,183.1
2008,TotalWorkers,40to49,ActualWorkingHours,186.8
2008,TotalWorkers,50to59,ActualWorkingHours,189.3
2008,TotalWorkers,Above60,ActualWorkingHours,203.1
2008,RegularWorker,Total,ActualWorkingHours,189.6
2008,RegularWorker,Under29,ActualWorkingHours,186.6
2008,RegularWorker,30to39,ActualWorkingHours,186.5
2008,RegularWorker,40to49,ActualWorkingHours,192.2
2008,RegularWorker,50to59,ActualWorkingHours,195.8
2008,RegularWorker,Above60,ActualWorkingHours,204.0
2008,Non-regularWorker,Total,ActualWorkingHours,165.7
2008,Non-regularWorker,Under29,ActualWorkingHours,156.6
2008,Non-regularWorker,30to39,ActualWorkingHours,163.2
2008,Non-regularWorker,40to49,ActualWorkingHours,165.2
2008,Non-regularWorker,50to59,ActualWorkingHours,170.6
2008,Non-regularWorker,Above60,ActualWorkingHours,201.9
2008,TotalWorkers,Total,ContractualWorkingHours,172.8
2008,TotalWorkers,Under29,ContractualWorkingHours,167.3
2008,TotalWorkers,30to39,ContractualWorkingHours,171.2
2008,TotalWorkers,40to49,ContractualWorkingHours,173.8
2008,TotalWorkers,50to59,ContractualWorkingHours,177.6
2008,TotalWorkers,Above60,ContractualWorkingHours,198.9
2008,RegularWorker,Total,ContractualWorkingHours,176.2
2008,RegularWorker,Under29,ContractualWorkingHours,173.3
2008,RegularWorker,30to39,ContractualWorkingHours,173.7
2008,RegularWorker,40to49,ContractualWorkingHours,177.1
2008,RegularWorker,50to59,ContractualWorkingHours,181.5
2008,RegularWorker,Above60,ContractualWorkingHours,199.0
2008,Non-regularWorker,Total,ContractualWorkingHours,160.4
2008,Non-regularWorker,Under29,ContractualWorkingHours,150.6
2008,Non-regularWorker,30to39,ContractualWorkingHours,156.7
2008,Non-regularWorker,40to49,ContractualWorkingHours,160.7
2008,Non-regularWorker,50to59,ContractualWorkingHours,166.2
2008,Non-regularWorker,Above60,ContractualWorkingHours,198.8
2008,TotalWorkers,Total,Overtime,11.7
2008,TotalWorkers,Under29,Overtime,11.3
2008,TotalWorkers,30to39,Overtime,11.9
2008,TotalWorkers,40to49,Overtime,13.0
2008,TotalWorkers,50to59,Overtime,11.7
2008,TotalWorkers,Above60,Overtime,4.2
2008,RegularWorker,Total,Overtime,13.4
2008,RegularWorker,Under29,Overtime,13.3
2008,RegularWorker,30to39,Overtime,12.8
2008,RegularWorker,40to49,Overtime,15.1
2008,RegularWorker,50to59,Overtime,14.2
2008,RegularWorker,Above60,Overtime,5.0
2008,Non-regularWorker,Total,Overtime,5.3
2008,Non-regularWorker,Under29,Overtime,5.9
2008,Non-regularWorker,30to39,Overtime,6.6
2008,Non-regularWorker,40to49,Overtime,4.5
2008,Non-regularWorker,50to59,Overtime,4.5
2008,Non-regularWorker,Above60,Overtime,3.1
2008,TotalWorkers,Total,TotalHourlyEarnings,12920.0
2008,TotalWorkers,Under29,TotalHourlyEarnings,9185.0
2008,TotalWorkers,30to39,TotalHourlyEarnings,14219.0
2008,TotalWorkers,40to49,TotalHourlyEarnings,15185.0
2008,TotalWorkers,50to59,TotalHourlyEarnings,14065.0
2008,TotalWorkers,Above60,TotalHourlyEarnings,9312.0
2008,RegularWorker,Total,TotalHourlyEarnings,14283.0
2008,RegularWorker,Under29,TotalHourlyEarnings,10172.0
2008,RegularWorker,30to39,TotalHourlyEarnings,14994.0
2008,RegularWorker,40to49,TotalHourlyEarnings,16791.0
2008,RegularWorker,50to59,TotalHourlyEarnings,16098.0
2008,RegularWorker,Above60,TotalHourlyEarnings,11230.0
2008,Non-regularWorker,Total,TotalHourlyEarnings,7932.0
2008,Non-regularWorker,Under29,TotalHourlyEarnings,6466.0
2008,Non-regularWorker,30to39,TotalHourlyEarnings,9639.0
2008,Non-regularWorker,40to49,TotalHourlyEarnings,8700.0
2008,Non-regularWorker,50to59,TotalHourlyEarnings,8198.0
2008,Non-regularWorker,Above60,TotalHourlyEarnings,6491.0
2008,TotalWorkers,Total,FixedHourlyWage,10996.0
2008,TotalWorkers,Under29,FixedHourlyWage,8138.0
2008,TotalWorkers,30to39,FixedHourlyWage,12007.0
2008,TotalWorkers,40to49,FixedHourlyWage,12632.0
2008,TotalWorkers,50to59,FixedHourlyWage,11911.0
2008,TotalWorkers,Above60,FixedHourlyWage,8569.0
2008,RegularWorker,Total,FixedHourlyWage,11883.0
2008,RegularWorker,Under29,FixedHourlyWage,8803.0
2008,RegularWorker,30to39,FixedHourlyWage,12453.0
2008,RegularWorker,40to49,FixedHourlyWage,13651.0
2008,RegularWorker,50to59,FixedHourlyWage,13252.0
2008,RegularWorker,Above60,FixedHourlyWage,10056.0
2008,Non-regularWorker,Total,FixedHourlyWage,7747.0
2008,Non-regularWorker,Under29,FixedHourlyWage,6306.0
2008,Non-regularWorker,30to39,FixedHourlyWage,9369.0
2008,Non-regularWorker,40to49,FixedHourlyWage,8513.0
2008,Non-regularWorker,50to59,FixedHourlyWage,8043.0
2008,Non-regularWorker,Above60,FixedHourlyWage,6381.0
2008,TotalWorkers,Total,MonthlyEarnings(1000won),2279.0
2008,TotalWorkers,Under29,MonthlyEarnings(1000won),1612.0
2008,TotalWorkers,30to39,MonthlyEarnings(1000won),2489.0
2008,TotalWorkers,40to49,MonthlyEarnings(1000won),2693.0
2008,TotalWorkers,50to59,MonthlyEarnings(1000won),2514.0
2008,TotalWorkers,Above60,MonthlyEarnings(1000won),1675.0
2008,RegularWorker,Total,MonthlyEarnings(1000won),2569.0
2008,RegularWorker,Under29,MonthlyEarnings(1000won),1830.0
2008,RegularWorker,30to39,MonthlyEarnings(1000won),2670.0
2008,RegularWorker,40to49,MonthlyEarnings(1000won),3036.0
2008,RegularWorker,50to59,MonthlyEarnings(1000won),2931.0
2008,RegularWorker,Above60,MonthlyEarnings(1000won),2056.0
2008,Non-regularWorker,Total,MonthlyEarnings(1000won),1220.0
2008,Non-regularWorker,Under29,MonthlyEarnings(1000won),1011.0
2008,Non-regularWorker,30to39,MonthlyEarnings(1000won),1416.0
2008,Non-regularWorker,40to49,MonthlyEarnings(1000won),1307.0
2008,Non-regularWorker,50to59,MonthlyEarnings(1000won),1308.0
2008,Non-regularWorker,Above60,MonthlyEarnings(1000won),1116.0
2008,TotalWorkers,Total,MonthlySalary,1945.0
2008,TotalWorkers,Under29,MonthlySalary,1431.0
2008,TotalWorkers,30to39,MonthlySalary,2103.0
2008,TotalWorkers,40to49,MonthlySalary,2247.0
2008,TotalWorkers,50to59,MonthlySalary,2138.0
2008,TotalWorkers,Above60,MonthlySalary,1551.0
2008,RegularWorker,Total,MonthlySalary,2151.0
2008,RegularWorker,Under29,MonthlySalary,1593.0
2008,RegularWorker,30to39,MonthlySalary,2228.0
2008,RegularWorker,40to49,MonthlySalary,2487.0
2008,RegularWorker,50to59,MonthlySalary,2435.0
2008,RegularWorker,Above60,MonthlySalary,1858.0
2008,Non-regularWorker,Total,MonthlySalary,1189.0
2008,Non-regularWorker,Under29,MonthlySalary,985.0
2008,Non-regularWorker,30to39,MonthlySalary,1368.0
2008,Non-regularWorker,40to49,MonthlySalary,1277.0
2008,Non-regularWorker,50to59,MonthlySalary,1281.0
2008,Non-regularWorker,Above60,MonthlySalary,1101.0
2008,TotalWorkers,Total,FixedSalary,1828.0
2008,TotalWorkers,Under29,FixedSalary,1342.0
2008,TotalWorkers,30to39,FixedSalary,1981.0
2008,TotalWorkers,40to49,FixedSalary,2101.0
2008,TotalWorkers,50to59,FixedSalary,2010.0
2008,TotalWorkers,Above60,FixedSalary,1514.0
2008,RegularWorker,Total,FixedSalary,2013.0
2008,RegularWorker,Under29,FixedSalary,1485.0
2008,RegularWorker,30to39,FixedSalary,2092.0
2008,RegularWorker,40to49,FixedSalary,2314.0
2008,RegularWorker,50to59,FixedSalary,2275.0
2008,RegularWorker,Above60,FixedSalary,1814.0
2008,Non-regularWorker,Total,FixedSalary,1151.0
2008,Non-regularWorker,Under29,FixedSalary,948.0
2008,Non-regularWorker,30to39,FixedSalary,1322.0
2008,Non-regularWorker,40to49,FixedSalary,1241.0
2008,Non-regularWorker,50to59,FixedSalary,1245.0
2008,Non-regularWorker,Above60,FixedSalary,1074.0
2009,TotalWorkers,Total,ActualWorkingHours,189.0
2009,TotalWorkers,Under29,ActualWorkingHours,184.0
2009,TotalWorkers,30to39,ActualWorkingHours,189.3
2009,TotalWorkers,40to49,ActualWorkingHours,190.4
2009,TotalWorkers,50to59,ActualWorkingHours,191.9
2009,TotalWorkers,Above60,ActualWorkingHours,196.2
2009,RegularWorker,Total,ActualWorkingHours,195.7
2009,RegularWorker,Under29,ActualWorkingHours,194.4
2009,RegularWorker,30to39,ActualWorkingHours,193.2
2009,RegularWorker,40to49,ActualWorkingHours,197.4
2009,RegularWorker,50to59,ActualWorkingHours,200.2
2009,RegularWorker,Above60,ActualWorkingHours,201.1
2009,Non-regularWorker,Total,ActualWorkingHours,167.4
2009,Non-regularWorker,Under29,ActualWorkingHours,160.1
2009,Non-regularWorker,30to39,ActualWorkingHours,168.8
2009,Non-regularWorker,40to49,ActualWorkingHours,165.1
2009,Non-regularWorker,50to59,ActualWorkingHours,170.3
2009,Non-regularWorker,Above60,ActualWorkingHours,190.4
2009,TotalWorkers,Total,ContractualWorkingHours,178.7
2009,TotalWorkers,Under29,ContractualWorkingHours,173.8
2009,TotalWorkers,30to39,ContractualWorkingHours,178.9
2009,TotalWorkers,40to49,ContractualWorkingHours,178.9
2009,TotalWorkers,50to59,ContractualWorkingHours,181.6
2009,TotalWorkers,Above60,ContractualWorkingHours,192.5
2009,RegularWorker,Total,ContractualWorkingHours,183.5
2009,RegularWorker,Under29,ContractualWorkingHours,182.0
2009,RegularWorker,30to39,ContractualWorkingHours,181.8
2009,RegularWorker,40to49,ContractualWorkingHours,183.7
2009,RegularWorker,50to59,ContractualWorkingHours,187.1
2009,RegularWorker,Above60,ContractualWorkingHours,196.4
2009,Non-regularWorker,Total,ContractualWorkingHours,163.2
2009,Non-regularWorker,Under29,ContractualWorkingHours,154.9
2009,Non-regularWorker,30to39,ContractualWorkingHours,163.2
2009,Non-regularWorker,40to49,ContractualWorkingHours,161.8
2009,Non-regularWorker,50to59,ContractualWorkingHours,167.3
2009,Non-regularWorker,Above60,ContractualWorkingHours,187.9
2009,TotalWorkers,Total,Overtime,10.3
2009,TotalWorkers,Under29,Overtime,10.2
2009,TotalWorkers,30to39,Overtime,10.4
2009,TotalWorkers,40to49,Overtime,11.5
2009,TotalWorkers,50to59,Overtime,10.3
2009,TotalWorkers,Above60,Overtime,3.7
2009,RegularWorker,Total,Overtime,12.2
2009,RegularWorker,Under29,Overtime,12.4
2009,RegularWorker,30to39,Overtime,11.3
2009,RegularWorker,40to49,Overtime,13.7
2009,RegularWorker,50to59,Overtime,13.1
2009,RegularWorker,Above60,Overtime,4.8
2009,Non-regularWorker,Total,Overtime,4.2
2009,Non-regularWorker,Under29,Overtime,5.2
2009,Non-regularWorker,30to39,Overtime,5.5
