Year,EmploymentType,Age,Metric,Value
2012,RegularWorker,Under29,MonthlyEarnings(1000won),2117.0
2012,RegularWorker,30to39,MonthlyEarnings(1000won),2912.0
2012,RegularWorker,40to49,MonthlyEarnings(1000won),3337.0
2012,RegularWorker,50to59,MonthlyEarnings(1000won),3172.0
2012,RegularWorker,Above60,MonthlyEarnings(1000won),2310.0
2012,Non-regularWorker,Total,MonthlyEarnings(1000won),1342.0
2012,Non-regularWorker,Under29,MonthlyEarnings(1000won),1082.0
2012,Non-regularWorker,30to39,MonthlyEarnings(1000won),1571.0
2012,Non-regularWorker,40to49,MonthlyEarnings(1000won),1455.0
2012,Non-regularWorker,50to59,MonthlyEarnings(1000won),1455.0
2012,Non-regularWorker,Above60,MonthlyEarnings(1000won),1222.0
2012,TotalWorkers,Total,MonthlySalary,2216.0
2012,TotalWorkers,Under29,MonthlySalary,1610.0
2012,TotalWorkers,30to39,MonthlySalary,2362.0
2012,TotalWorkers,40to49,MonthlySalary,2553.0
2012,TotalWorkers,50to59,MonthlySalary,2364.0
2012,TotalWorkers,Above60,MonthlySalary,1685.0
2012,RegularWorker,Total,MonthlySalary,2502.0
2012,RegularWorker,Under29,MonthlySalary,1876.0
2012,RegularWorker,30to39,MonthlySalary,2501.0
2012,RegularWorker,40to49,MonthlySalary,2835.0
2012,RegularWorker,50to59,MonthlySalary,2728.0
2012,RegularWorker,Above60,MonthlySalary,2149.0
2012,Non-regularWorker,Total,MonthlySalary,1313.0
2012,Non-regularWorker,Under29,MonthlySalary,1064.0
2012,Non-regularWorker,30to39,MonthlySalary,1530.0
2012,Non-regularWorker,40to49,MonthlySalary,1419.0
2012,Non-regularWorker,50to59,MonthlySalary,1427.0
2012,Non-regularWorker,Above60,MonthlySalary,1201.0
2012,TotalWorkers,Total,FixedSalary,2075.0
2012,TotalWorkers,Under29,FixedSalary,1495.0
2012,TotalWorkers,30to39,FixedSalary,2215.0
2012,TotalWorkers,40to49,FixedSalary,2388.0
2012,TotalWorkers,50to59,FixedSalary,2211.0
2012,TotalWorkers,Above60,FixedSalary,1633.0
2012,RegularWorker,Total,FixedSalary,2334.0
2012,RegularWorker,Under29,FixedSalary,1734.0
2012,RegularWorker,30to39,FixedSalary,2342.0
2012,RegularWorker,40to49,FixedSalary,2640.0
2012,RegularWorker,50to59,FixedSalary,2531.0
2012,RegularWorker,Above60,FixedSalary,2078.0
2012,Non-regularWorker,Total,FixedSalary,1260.0
2012,Non-regularWorker,Under29,FixedSalary,1003.0
2012,Non-regularWorker,30to39,FixedSalary,1452.0
2012,Non-regularWorker,40to49,FixedSalary,1374.0
2012,Non-regularWorker,50to59,FixedSalary,1386.0
2012,Non-regularWorker,Above60,FixedSalary,1169.0
2013,TotalWorkers,Total,ActualWorkingHours,167.9
2013,TotalWorkers,Under29,ActualWorkingHours,160.3
2013,TotalWorkers,30to39,ActualWorkingHours,170.9
2013,TotalWorkers,40to49,ActualWorkingHours,170.2
2013,TotalWorkers,50to59,ActualWorkingHours,169.7
2013,TotalWorkers,Above60,ActualWorkingHours,163.1
2013,RegularWorker,Total,ActualWorkingHours,178.0
2013,RegularWorker,Under29,ActualWorkingHours,176.9
2013,RegularWorker,30to39,ActualWorkingHours,175.3
2013,RegularWorker,40to49,ActualWorkingHours,178.5
2013,RegularWorker,50to59,ActualWorkingHours,182.1
2013,RegularWorker,Above60,ActualWorkingHours,181.5
2013,Non-regularWorker,Total,ActualWorkingHours,134.4
2013,Non-regularWorker,Under29,ActualWorkingHours,127.6
2013,Non-regularWorker,30to39,ActualWorkingHours,141.4
2013,Non-regularWorker,40to49,ActualWorkingHours,133.1
2013,Non-regularWorker,50to59,ActualWorkingHours,134.2
2013,Non-regularWorker,Above60,ActualWorkingHours,143.0
2013,TotalWorkers,Total,ContractualWorkingHours,156.2
2013,TotalWorkers,Under29,ContractualWorkingHours,149.0
2013,TotalWorkers,30to39,ContractualWorkingHours,158.3
2013,TotalWorkers,40to49,ContractualWorkingHours,157.9
2013,TotalWorkers,50to59,ContractualWorkingHours,157.6
2013,TotalWorkers,Above60,ContractualWorkingHours,158.4
2013,RegularWorker,Total,ContractualWorkingHours,164.6
2013,RegularWorker,Under29,ContractualWorkingHours,163.4
2013,RegularWorker,30to39,ContractualWorkingHours,162.2
2013,RegularWorker,40to49,ContractualWorkingHours,164.6
2013,RegularWorker,50to59,ContractualWorkingHours,167.2
2013,RegularWorker,Above60,ContractualWorkingHours,175.3
2013,Non-regularWorker,Total,ContractualWorkingHours,128.6
2013,Non-regularWorker,Under29,ContractualWorkingHours,120.4
2013,Non-regularWorker,30to39,ContractualWorkingHours,132.5
2013,Non-regularWorker,40to49,ContractualWorkingHours,128.2
2013,Non-regularWorker,50to59,ContractualWorkingHours,130.0
2013,Non-regularWorker,Above60,ContractualWorkingHours,139.7
2013,TotalWorkers,Total,Overtime,11.6
2013,TotalWorkers,Under29,Overtime,11.3
2013,TotalWorkers,30to39,Overtime,12.6
2013,TotalWorkers,40to49,Overtime,12.2
2013,TotalWorkers,50to59,Overtime,12.1
2013,TotalWorkers,Above60,Overtime,4.8
2013,RegularWorker,Total,Overtime,13.4
2013,RegularWorker,Under29,Overtime,13.5
2013,RegularWorker,30to39,Overtime,13.1
2013,RegularWorker,40to49,Overtime,13.9
2013,RegularWorker,50to59,Overtime,14.9
2013,RegularWorker,Above60,Overtime,6.1
2013,Non-regularWorker,Total,Overtime,5.8
2013,Non-regularWorker,Under29,Overtime,7.1
2013,Non-regularWorker,30to39,Overtime,8.9
2013,Non-regularWorker,40to49,Overtime,4.9
2013,Non-regularWorker,50to59,Overtime,4.2
2013,Non-regularWorker,Above60,Overtime,3.3
2013,TotalWorkers,Total,TotalHourlyEarnings,16067.0
2013,TotalWorkers,Under29,TotalHourlyEarnings,11292.0
2013,TotalWorkers,30to39,TotalHourlyEarnings,16903.0
2013,TotalWorkers,40to49,TotalHourlyEarnings,18667.0
2013,TotalWorkers,50to59,TotalHourlyEarnings,17552.0
2013,TotalWorkers,Above60,TotalHourlyEarnings,12144.0
2013,RegularWorker,Total,TotalHourlyEarnings,17525.0
2013,RegularWorker,Under29,TotalHourlyEarnings,12628.0
2013,RegularWorker,30to39,TotalHourlyEarnings,17430.0
2013,RegularWorker,40to49,TotalHourlyEarnings,19970.0
2013,RegularWorker,50to59,TotalHourlyEarnings,19345.0
2013,RegularWorker,Above60,TotalHourlyEarnings,14142.0
2013,Non-regularWorker,Total,TotalHourlyEarnings,11259.0
2013,Non-regularWorker,Under29,TotalHourlyEarnings,8646.0
2013,Non-regularWorker,30to39,TotalHourlyEarnings,13423.0
2013,Non-regularWorker,40to49,TotalHourlyEarnings,12876.0
2013,Non-regularWorker,50to59,TotalHourlyEarnings,12415.0
2013,Non-regularWorker,Above60,TotalHourlyEarnings,9946.0
2013,TotalWorkers,Total,FixedHourlyWage,14075.0
2013,TotalWorkers,Under29,FixedHourlyWage,10201.0
2013,TotalWorkers,30to39,FixedHourlyWage,14659.0
2013,TotalWorkers,40to49,FixedHourlyWage,16088.0
2013,TotalWorkers,50to59,FixedHourlyWage,15332.0
2013,TotalWorkers,Above60,FixedHourlyWage,11518.0
2013,RegularWorker,Total,FixedHourlyWage,15001.0
2013,RegularWorker,Under29,FixedHourlyWage,11073.0
2013,RegularWorker,30to39,FixedHourlyWage,14903.0
2013,RegularWorker,40to49,FixedHourlyWage,16866.0
2013,RegularWorker,50to59,FixedHourlyWage,16445.0
2013,RegularWorker,Above60,FixedHourlyWage,13100.0
2013,Non-regularWorker,Total,FixedHourlyWage,11019.0
2013,Non-regularWorker,Under29,FixedHourlyWage,8473.0
2013,Non-regularWorker,30to39,FixedHourlyWage,13049.0
2013,Non-regularWorker,40to49,FixedHourlyWage,12632.0
2013,Non-regularWorker,50to59,FixedHourlyWage,12143.0
2013,Non-regularWorker,Above60,FixedHourlyWage,9777.0
2013,TotalWorkers,Total,MonthlyEarnings(1000won),2617.0
2013,TotalWorkers,Under29,MonthlyEarnings(1000won),1815.0
2013,TotalWorkers,30to39,MonthlyEarnings(1000won),2780.0
2013,TotalWorkers,40to49,MonthlyEarnings(1000won),3053.0
2013,TotalWorkers,50to59,MonthlyEarnings(1000won),2864.0
2013,TotalWorkers,Above60,MonthlyEarnings(1000won),1871.0
2013,RegularWorker,Total,MonthlyEarnings(1000won),2985.0
2013,RegularWorker,Under29,MonthlyEarnings(1000won),2175.0
2013,RegularWorker,30to39,MonthlyEarnings(1000won),2945.0
2013,RegularWorker,40to49,MonthlyEarnings(1000won),3394.0
2013,RegularWorker,50to59,MonthlyEarnings(1000won),3327.0
2013,RegularWorker,Above60,MonthlyEarnings(1000won),2401.0
2013,Non-regularWorker,Total,MonthlyEarnings(1000won),1404.0
2013,Non-regularWorker,Under29,MonthlyEarnings(1000won),1103.0
2013,Non-regularWorker,30to39,MonthlyEarnings(1000won),1687.0
2013,Non-regularWorker,40to49,MonthlyEarnings(1000won),1540.0
2013,Non-regularWorker,50to59,MonthlyEarnings(1000won),1538.0
2013,Non-regularWorker,Above60,MonthlyEarnings(1000won),1288.0
2013,TotalWorkers,Total,MonthlySalary,2288.0
2013,TotalWorkers,Under29,MonthlySalary,1642.0
2013,TotalWorkers,30to39,MonthlySalary,2410.0
2013,TotalWorkers,40to49,MonthlySalary,2625.0
2013,TotalWorkers,50to59,MonthlySalary,2493.0
2013,TotalWorkers,Above60,MonthlySalary,1773.0
2013,RegularWorker,Total,MonthlySalary,2566.0
2013,RegularWorker,Under29,MonthlySalary,1924.0
2013,RegularWorker,30to39,MonthlySalary,2527.0
2013,RegularWorker,40to49,MonthlySalary,2877.0
2013,RegularWorker,50to59,MonthlySalary,2839.0
2013,RegularWorker,Above60,MonthlySalary,2233.0
2013,Non-regularWorker,Total,MonthlySalary,1372.0
2013,Non-regularWorker,Under29,MonthlySalary,1082.0
2013,Non-regularWorker,30to39,MonthlySalary,1635.0
2013,Non-regularWorker,40to49,MonthlySalary,1506.0
2013,Non-regularWorker,50to59,MonthlySalary,1503.0
2013,Non-regularWorker,Above60,MonthlySalary,1267.0
2013,TotalWorkers,Total,FixedSalary,2140.0
2013,TotalWorkers,Under29,FixedSalary,1518.0
2013,TotalWorkers,30to39,FixedSalary,2252.0
2013,TotalWorkers,40to49,FixedSalary,2456.0
2013,TotalWorkers,50to59,FixedSalary,2327.0
2013,TotalWorkers,Above60,FixedSalary,1720.0
2013,RegularWorker,Total,FixedSalary,2390.0
2013,RegularWorker,Under29,FixedSalary,1771.0
2013,RegularWorker,30to39,FixedSalary,2358.0
2013,RegularWorker,40to49,FixedSalary,2682.0
2013,RegularWorker,50to59,FixedSalary,2631.0
2013,RegularWorker,Above60,FixedSalary,2165.0
2013,Non-regularWorker,Total,FixedSalary,1312.0
2013,Non-regularWorker,Under29,FixedSalary,1016.0
2013,Non-regularWorker,30to39,FixedSalary,1545.0
2013,Non-regularWorker,40to49,FixedSalary,1451.0
2013,Non-regularWorker,50to59,FixedSalary,1454.0
2013,Non-regularWorker,Above60,FixedSalary,1230.0
2014,TotalWorkers,Total,ActualWorkingHours,165.5
2014,TotalWorkers,Under29,ActualWorkingHours,158.3
2014,TotalWorkers,30to39,ActualWorkingHours,170.0
2014,TotalWorkers,40to49,ActualWorkingHours,167.6
2014,TotalWorkers,50to59,ActualWorkingHours,165.8
2014,TotalWorkers,Above60,ActualWorkingHours,158.6
2014,RegularWorker,Total,ActualWorkingHours,177.7
2014,RegularWorker,Under29,ActualWorkingHours,177.1
2014,RegularWorker,30to39,ActualWorkingHours,175.4
2014,RegularWorker,40to49,ActualWorkingHours,177.8
2014,RegularWorker,50to59,ActualWorkingHours,181.4
2014,RegularWorker,Above60,ActualWorkingHours,180.9
2014,Non-regularWorker,Total,ActualWorkingHours,128.3
2014,Non-regularWorker,Under29,ActualWorkingHours,122.0
2014,Non-regularWorker,30to39,ActualWorkingHours,137.6
2014,Non-regularWorker,40to49,ActualWorkingHours,125.4
2014,Non-regularWorker,50to59,ActualWorkingHours,127.3
2014,Non-regularWorker,Above60,ActualWorkingHours,135.9
2014,TotalWorkers,Total,ContractualWorkingHours,154.6
2014,TotalWorkers,Under29,ContractualWorkingHours,147.4
2014,TotalWorkers,30to39,ContractualWorkingHours,158.2
2014,TotalWorkers,40to49,ContractualWorkingHours,156.3
2014,TotalWorkers,50to59,ContractualWorkingHours,155.0
2014,TotalWorkers,Above60,ContractualWorkingHours,153.7
2014,RegularWorker,Total,ContractualWorkingHours,165.4
2014,RegularWorker,Under29,ContractualWorkingHours,164.4
2014,RegularWorker,30to39,ContractualWorkingHours,163.2
2014,RegularWorker,40to49,ContractualWorkingHours,165.1
2014,RegularWorker,50to59,ContractualWorkingHours,168.2
2014,RegularWorker,Above60,ContractualWorkingHours,174.6
2014,Non-regularWorker,Total,ContractualWorkingHours,122.0
2014,Non-regularWorker,Under29,ContractualWorkingHours,114.7
2014,Non-regularWorker,30to39,ContractualWorkingHours,127.7
2014,Non-regularWorker,40to49,ContractualWorkingHours,119.8
2014,Non-regularWorker,50to59,ContractualWorkingHours,122.3
2014,Non-regularWorker,Above60,ContractualWorkingHours,132.5
2014,TotalWorkers,Total,Overtime,10.8
2014,TotalWorkers,Under29,Overtime,10.9
2014,TotalWorkers,30to39,Overtime,11.9
2014,TotalWorkers,40to49,Overtime,11.3
2014,TotalWorkers,50to59,Overtime,10.8
2014,TotalWorkers,Above60,Overtime,4.9
2014,RegularWorker,Total,Overtime,12.3
2014,RegularWorker,Under29,Overtime,12.7
2014,RegularWorker,30to39,Overtime,12.2
2014,RegularWorker,40to49,Overtime,12.7
2014,RegularWorker,50to59,Overtime,13.2
2014,RegularWorker,Above60,Overtime,6.3
2014,Non-regularWorker,Total,Overtime,6.3
2014,Non-regularWorker,Under29,Overtime,7.4
2014,Non-regularWorker,30to39,Overtime,9.8
2014,Non-regularWorker,40to49,Overtime,5.6
2014,Non-regularWorker,50to59,Overtime,5.0
2014,Non-regularWorker,Above60,Overtime,3.4
2014,TotalWorkers,Total,TotalHourlyEarnings,16701.0
2014,TotalWorkers,Under29,TotalHourlyEarnings,11859.0
2014,TotalWorkers,30to39,TotalHourlyEarnings,17978.0
2014,TotalWorkers,40to49,TotalHourlyEarnings,19511.0
2014,TotalWorkers,50to59,TotalHourlyEarnings,17648.0
2014,TotalWorkers,Above60,TotalHourlyEarnings,12307.0
2014,RegularWorker,Total,TotalHourlyEarnings,18426.0
2014,RegularWorker,Under29,TotalHourlyEarnings,13460.0
2014,RegularWorker,30to39,TotalHourlyEarnings,18724.0
2014,RegularWorker,40to49,TotalHourlyEarnings,21011.0
2014,RegularWorker,50to59,TotalHourlyEarnings,19714.0
2014,RegularWorker,Above60,TotalHourlyEarnings,14438.0
2014,Non-regularWorker,Total,TotalHourlyEarnings,11463.0
2014,Non-regularWorker,Under29,TotalHourlyEarnings,8776.0
2014,Non-regularWorker,30to39,TotalHourlyEarnings,13489.0
2014,Non-regularWorker,40to49,TotalHourlyEarnings,13270.0
2014,Non-regularWorker,50to59,TotalHourlyEarnings,12533.0
2014,Non-regularWorker,Above60,TotalHourlyEarnings,10135.0
2014,TotalWorkers,Total,FixedHourlyWage,14587.0
2014,TotalWorkers,Under29,FixedHourlyWage,10583.0
2014,TotalWorkers,30to39,FixedHourlyWage,15392.0
2014,TotalWorkers,40to49,FixedHourlyWage,16803.0
2014,TotalWorkers,50to59,FixedHourlyWage,15624.0
2014,TotalWorkers,Above60,FixedHourlyWage,11685.0
2014,RegularWorker,Total,FixedHourlyWage,15684.0
2014,RegularWorker,Under29,FixedHourlyWage,11608.0
2014,RegularWorker,30to39,FixedHourlyWage,15759.0
2014,RegularWorker,40to49,FixedHourlyWage,17703.0
2014,RegularWorker,50to59,FixedHourlyWage,16964.0
2014,RegularWorker,Above60,FixedHourlyWage,13360.0
2014,Non-regularWorker,Total,FixedHourlyWage,11253.0
2014,Non-regularWorker,Under29,FixedHourlyWage,8609.0
2014,Non-regularWorker,30to39,FixedHourlyWage,13183.0
2014,Non-regularWorker,40to49,FixedHourlyWage,13058.0
2014,Non-regularWorker,50to59,FixedHourlyWage,12308.0
2014,Non-regularWorker,Above60,FixedHourlyWage,9977.0
2014,TotalWorkers,Total,MonthlyEarnings(1000won),2700.0
2014,TotalWorkers,Under29,MonthlyEarnings(1000won),1901.0
2014,TotalWorkers,30to39,MonthlyEarnings(1000won),2961.0
2014,TotalWorkers,40to49,MonthlyEarnings(1000won),3169.0
2014,TotalWorkers,50to59,MonthlyEarnings(1000won),2828.0
2014,TotalWorkers,Above60,MonthlyEarnings(1000won),1834.0
2014,RegularWorker,Total,MonthlyEarnings(1000won),3151.0
2014,RegularWorker,Under29,MonthlyEarnings(1000won),2336.0
2014,RegularWorker,30to39,MonthlyEarnings(1000won),3185.0
2014,RegularWorker,40to49,MonthlyEarnings(1000won),3579.0
2014,RegularWorker,50to59,MonthlyEarnings(1000won),3391.0
2014,RegularWorker,Above60,MonthlyEarnings(1000won),2460.0
2014,Non-regularWorker,Total,MonthlyEarnings(1000won),1333.0
2014,Non-regularWorker,Under29,MonthlyEarnings(1000won),1061.0
2014,Non-regularWorker,30to39,MonthlyEarnings(1000won),1612.0
2014,Non-regularWorker,40to49,MonthlyEarnings(1000won),1466.0
2014,Non-regularWorker,50to59,MonthlyEarnings(1000won),1435.0
2014,Non-regularWorker,Above60,MonthlyEarnings(1000won),1196.0
2014,TotalWorkers,Total,MonthlySalary,2353.0
2014,TotalWorkers,Under29,MonthlySalary,1700.0
2014,TotalWorkers,30to39,MonthlySalary,2537.0
2014,TotalWorkers,40to49,MonthlySalary,2718.0
2014,TotalWorkers,50to59,MonthlySalary,2492.0
2014,TotalWorkers,Above60,MonthlySalary,1739.0
2014,RegularWorker,Total,MonthlySalary,2698.0
2014,RegularWorker,Under29,MonthlySalary,2039.0
2014,RegularWorker,30to39,MonthlySalary,2698.0
2014,RegularWorker,40to49,MonthlySalary,3027.0
2014,RegularWorker,50to59,MonthlySalary,2932.0
2014,RegularWorker,Above60,MonthlySalary,2288.0
2014,Non-regularWorker,Total,MonthlySalary,1305.0
2014,Non-regularWorker,Under29,MonthlySalary,1046.0
2014,Non-regularWorker,30to39,MonthlySalary,1572.0
2014,Non-regularWorker,40to49,MonthlySalary,1431.0
2014,Non-regularWorker,50to59,MonthlySalary,1401.0
2014,Non-regularWorker,Above60,MonthlySalary,1179.0
2014,TotalWorkers,Total,FixedSalary,2200.0
2014,TotalWorkers,Under29,FixedSalary,1563.0
2014,TotalWorkers,30to39,FixedSalary,2367.0
2014,TotalWorkers,40to49,FixedSalary,2549.0
2014,TotalWorkers,50to59,FixedSalary,2335.0
2014,TotalWorkers,Above60,FixedSalary,1679.0
2014,RegularWorker,Total,FixedSalary,2518.0
2014,RegularWorker,Under29,FixedSalary,1870.0
2014,RegularWorker,30to39,FixedSalary,2517.0
2014,RegularWorker,40to49,FixedSalary,2834.0
2014,RegularWorker,50to59,FixedSalary,2739.0
2014,RegularWorker,Above60,FixedSalary,2213.0
2014,Non-regularWorker,Total,FixedSalary,1234.0
2014,Non-regularWorker,Under29,FixedSalary,973.0
2014,Non-regularWorker,30to39,FixedSalary,1464.0
2014,Non-regularWorker,40to49,FixedSalary,1363.0
2014,Non-regularWorker,50to59,FixedSalary,1337.0
2014,Non-regularWorker,Above60,FixedSalary,1135.0
2015,TotalWorkers,Total,ActualWorkingHours,173.5
2015,TotalWorkers,Under29,ActualWorkingHours,164.6
2015,TotalWorkers,30to39,ActualWorkingHours,180.1
2015,TotalWorkers,40to49,ActualWorkingHours,176.4
2015,TotalWorkers,50to59,ActualWorkingHours,173.2
2015,TotalWorkers,Above60,ActualWorkingHours,163.9
2015,RegularWorker,Total,ActualWorkingHours,187.4
2015,RegularWorker,Under29,ActualWorkingHours,186.8
2015,RegularWorker,30to39,ActualWorkingHours,186.2
2015,RegularWorker,40to49,ActualWorkingHours,187.2
2015,RegularWorker,50to59,ActualWorkingHours,189.6
2015,RegularWorker,Above60,ActualWorkingHours,189.1
2015,Non-regularWorker,Total,ActualWorkingHours,131.6
2015,Non-regularWorker,Under29,ActualWorkingHours,122.8
2015,Non-regularWorker,30to39,ActualWorkingHours,143.4
2015,Non-regularWorker,40to49,ActualWorkingHours,128.5
2015,Non-regularWorker,50to59,ActualWorkingHours,131.3
2015,Non-regularWorker,Above60,ActualWorkingHours,139.1
2015,TotalWorkers,Total,ContractualWorkingHours,167.0
2015,TotalWorkers,Under29,ContractualWorkingHours,158.1
2015,TotalWorkers,30to39,ContractualWorkingHours,172.6
2015,TotalWorkers,40to49,ContractualWorkingHours,169.8
2015,TotalWorkers,50to59,ContractualWorkingHours,166.7
2015,TotalWorkers,Above60,ContractualWorkingHours,161.3
2015,RegularWorker,Total,ContractualWorkingHours,179.8
2015,RegularWorker,Under29,ContractualWorkingHours,179.1
2015,RegularWorker,30to39,ContractualWorkingHours,178.5
2015,RegularWorker,40to49,ContractualWorkingHours,179.6
2015,RegularWorker,50to59,ContractualWorkingHours,181.5
2015,RegularWorker,Above60,ContractualWorkingHours,185.4
2015,Non-regularWorker,Total,ContractualWorkingHours,128.3
2015,Non-regularWorker,Under29,ContractualWorkingHours,118.7
2015,Non-regularWorker,30to39,ContractualWorkingHours,137.4
2015,Non-regularWorker,40to49,ContractualWorkingHours,125.8
2015,Non-regularWorker,50to59,ContractualWorkingHours,128.8
2015,Non-regularWorker,Above60,ContractualWorkingHours,137.6
2015,TotalWorkers,Total,Overtime,6.5
2015,TotalWorkers,Under29,Overtime,6.5
2015,TotalWorkers,30to39,Overtime,7.5
2015,TotalWorkers,40to49,Overtime,6.7
2015,TotalWorkers,50to59,Overtime,6.5
2015,TotalWorkers,Above60,Overtime,2.6
2015,RegularWorker,Total,Overtime,7.6
2015,RegularWorker,Under29,Overtime,7.8
2015,RegularWorker,30to39,Overtime,7.8
2015,RegularWorker,40to49,Overtime,7.6
2015,RegularWorker,50to59,Overtime,8.1
2015,RegularWorker,Above60,Overtime,3.7
2015,Non-regularWorker,Total,Overtime,3.4
2015,Non-regularWorker,Under29,Overtime,4.1
2015,Non-regularWorker,30to39,Overtime,6.0
2015,Non-regularWorker,40to49,Overtime,2.7
2015,Non-regularWorker,50to59,Overtime,2.5
2015,Non-regularWorker,Above60,Overtime,1.6
2015,TotalWorkers,Total,TotalHourlyEarnings,15978.0
2015,TotalWorkers,Under29,TotalHourlyEarnings,11134.0
2015,TotalWorkers,30to39,TotalHourlyEarnings,16892.0
2015,TotalWorkers,40to49,TotalHourlyEarnings,18860.0
2015,TotalWorkers,50to59,TotalHourlyEarnings,17094.0
2015,TotalWorkers,Above60,TotalHourlyEarnings,12099.0
2015,RegularWorker,Total,TotalHourlyEarnings,17480.0
2015,RegularWorker,Under29,TotalHourlyEarnings,12452.0
2015,RegularWorker,30to39,TotalHourlyEarnings,17457.0
2015,RegularWorker,40to49,TotalHourlyEarnings,20059.0
2015,RegularWorker,50to59,TotalHourlyEarnings,18910.0
2015,RegularWorker,Above60,TotalHourlyEarnings,14038.0
2015,Non-regularWorker,Total,TotalHourlyEarnings,11452.0
2015,Non-regularWorker,Under29,TotalHourlyEarnings,8660.0
2015,Non-regularWorker,30to39,TotalHourlyEarnings,13521.0
2015,Non-regularWorker,40to49,TotalHourlyEarnings,13519.0
2015,Non-regularWorker,50to59,TotalHourlyEarnings,12464.0
2015,Non-regularWorker,Above60,TotalHourlyEarnings,10190.0
2015,TotalWorkers,Total,FixedHourlyWage,13753.0
2015,TotalWorkers,Under29,FixedHourlyWage,9926.0
2015,TotalWorkers,30to39,FixedHourlyWage,14313.0
2015,TotalWorkers,40to49,FixedHourlyWage,15841.0
2015,TotalWorkers,50to59,FixedHourlyWage,14827.0
2015,TotalWorkers,Above60,FixedHourlyWage,11386.0
2015,RegularWorker,Total,FixedHourlyWage,14644.0
2015,RegularWorker,Under29,FixedHourlyWage,10776.0
2015,RegularWorker,30to39,FixedHourlyWage,14546.0
2015,RegularWorker,40to49,FixedHourlyWage,16458.0
2015,RegularWorker,50to59,FixedHourlyWage,15898.0
2015,RegularWorker,Above60,FixedHourlyWage,12852.0
2015,Non-regularWorker,Total,FixedHourlyWage,11067.0
2015,Non-regularWorker,Under29,FixedHourlyWage,8333.0
2015,Non-regularWorker,30to39,FixedHourlyWage,12923.0
2015,Non-regularWorker,40to49,FixedHourlyWage,13090.0
2015,Non-regularWorker,50to59,FixedHourlyWage,12097.0
2015,Non-regularWorker,Above60,FixedHourlyWage,9941.0
2015,TotalWorkers,Total,MonthlyEarnings(1000won),2740.0
2015,TotalWorkers,Under29,MonthlyEarnings(1000won),1869.0
2015,TotalWorkers,30to39,MonthlyEarnings(1000won),2963.0
2015,TotalWorkers,40to49,MonthlyEarnings(1000won),3264.0
2015,TotalWorkers,50to59,MonthlyEarnings(1000won),2908.0
2015,TotalWorkers,Above60,MonthlyEarnings(1000won),1908.0
2015,RegularWorker,Total,MonthlyEarnings(1000won),3194.0
2015,RegularWorker,Under29,MonthlyEarnings(1000won),2291.0
2015,RegularWorker,30to39,MonthlyEarnings(1000won),3177.0
2015,RegularWorker,40to49,MonthlyEarnings(1000won),3657.0
2015,RegularWorker,50to59,MonthlyEarnings(1000won),3473.0
2015,RegularWorker,Above60,MonthlyEarnings(1000won),2571.0
2015,Non-regularWorker,Total,MonthlyEarnings(1000won),1372.0
2015,Non-regularWorker,Under29,MonthlyEarnings(1000won),1077.0
2015,Non-regularWorker,30to39,MonthlyEarnings(1000won),1690.0
2015,Non-regularWorker,40to49,MonthlyEarnings(1000won),1514.0
2015,Non-regularWorker,50to59,MonthlyEarnings(1000won),1468.0
2015,Non-regularWorker,Above60,MonthlyEarnings(1000won),1254.0
2015,TotalWorkers,Total,MonthlySalary,2415.0
2015,TotalWorkers,Under29,MonthlySalary,1718.0
2015,TotalWorkers,30to39,MonthlySalary,2587.0
2015,TotalWorkers,40to49,MonthlySalary,2807.0
2015,TotalWorkers,50to59,MonthlySalary,2572.0
2015,TotalWorkers,Above60,MonthlySalary,1812.0
2015,RegularWorker,Total,MonthlySalary,2771.0
2015,RegularWorker,Under29,MonthlySalary,2070.0
2015,RegularWorker,30to39,MonthlySalary,2746.0
2015,RegularWorker,40to49,MonthlySalary,3105.0
2015,RegularWorker,50to59,MonthlySalary,3018.0
2015,RegularWorker,Above60,MonthlySalary,2395.0
2015,Non-regularWorker,Total,MonthlySalary,1342.0
2015,Non-regularWorker,Under29,MonthlySalary,1059.0
2015,Non-regularWorker,30to39,MonthlySalary,1641.0
2015,Non-regularWorker,40to49,MonthlySalary,1474.0
2015,Non-regularWorker,50to59,MonthlySalary,1434.0
2015,Non-regularWorker,Above60,MonthlySalary,1237.0
2015,TotalWorkers,Total,FixedSalary,2262.0
2015,TotalWorkers,Under29,FixedSalary,1585.0
2015,TotalWorkers,30to39,FixedSalary,2412.0
2015,TotalWorkers,40to49,FixedSalary,2634.0
2015,TotalWorkers,50to59,FixedSalary,2417.0
2015,TotalWorkers,Above60,FixedSalary,1754.0
2015,RegularWorker,Total,FixedSalary,2589.0
2015,RegularWorker,Under29,FixedSalary,1904.0
2015,RegularWorker,30to39,FixedSalary,2559.0
2015,RegularWorker,40to49,FixedSalary,2907.0
2015,RegularWorker,50to59,FixedSalary,2823.0
2015,RegularWorker,Above60,FixedSalary,2318.0
2015,Non-regularWorker,Total,FixedSalary,1278.0
2015,Non-regularWorker,Under29,FixedSalary,988.0
2015,Non-regularWorker,30to39,FixedSalary,1534.0
2015,Non-regularWorker,40to49,FixedSalary,1417.0
2015,Non-regularWorker,50to59,FixedSalary,1383.0
2015,Non-regularWorker,Above60,FixedSalary,1199.0
2016,TotalWorkers,Total,ActualWorkingHours,171.1
2016,TotalWorkers,Under29,ActualWorkingHours,163.1
